id_camada,tema,arquivo,fonte_id,versao,crs,data_producao,sha256,status_conferencia,referencias_bib,licenca,pode_publicar,observacoes
geoinfo_filesgeojsongeobage_ferrovias,viario,data/externos/geoinformacao_bage/filesGeoJSONgeobage/FERROVIAS.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,9d9a8bd5de62efae3421b1c6ec4c9fbc2f7a92a799eaa2c9c8ed4ab2fb575678,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_geologia,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/GEOLOGIA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,1154d02142fc01d9d5d90e57026e5a10299745035cfc88e8edcf260579734175,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_geomorfologia,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/GEOMORFOLOGIA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,c314fc69225f2c68629432471275e6ee8c23d1c380d644b00bdffa559518f75e,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_hidrogeologia,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/HIDROGEOLOGIA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,15c89c592eb2ad61872edc190ea7a2ff7bd7a9363d63912a30c4195f3d035b34,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_hidrografia,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/HIDROGRAFIA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,0abdd748fc90bbfcd015775749b795349618a2f62fb5a4a5a75e6c0a24d68a7e,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_imoveis_rurais_publicos,cadastro,data/externos/geoinformacao_bage/filesGeoJSONgeobage/IMOVEIS_RURAIS_PUBLICOS.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,f9790cdf035a9a132baee269a36fcc2e8aaa0d46a5b07d10280dabaa41410c7c,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit). FALHA NA LEITURA GEOESPACIAL: GEOSException: IllegalArgumentException: Points of LinearRing do not form a closed linestring. Copiado assim mesmo, sem correção de geometria; CRS lido do cabeçalho do arquivo."
geoinfo_filesgeojsongeobage_linhas_transmissao,viario,data/externos/geoinformacao_bage/filesGeoJSONgeobage/LINHAS_TRANSMISSAO.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,50f88da0f82b869c4f3f92fad42ed1b82e6a2888a90eadfb9b3a49ceca3a0f89,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit). Tema aproximado — infraestrutura de energia; 'viario' é a pasta de redes lineares."
geoinfo_filesgeojsongeobage_loteamentos,cadastro,data/externos/geoinformacao_bage/filesGeoJSONgeobage/LOTEAMENTOS.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,a1d4532c4b7853fd6f874bfdc2514a974e1fbf631ff613714686e9f7319d936e,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_lotes_rurais,cadastro,data/externos/geoinformacao_bage/filesGeoJSONgeobage/LOTES_RURAIS.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,be09a993e388d1edd4c81b1875f8f0cbf7fa501943763d3386a0d4101748d60a,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_massa_dagua,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/MASSA_DAGUA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,f81e99d85fad868b18dba732f8b2b3f7c1e60908d085e8fdc4c39885da65693f,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_nascentes,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/NASCENTES.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,016721614c032f6bd5fe08e1d7f61004a345f8db369b9067ab7c3d2985cca7f9,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_paleontologia,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PALEONTOLOGIA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,0b78f4c412b241f11393c9beeb2bc507bdeb7bc3b050c8397a2b7ec0f66a4331,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_pampa_final,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PAMPA_FINAL.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,6bf69aa109ccb7f29c5936408e5bacebe66016900fae25c4f751759bb8168073,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_parque_do_gaucho_bage,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PARQUE_DO_GAUCHO_BAGE.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,6a58d1a734b77726e5a02fe81e221b80101c0a32a5090d772f7283329750c507,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_pavimentacao_bage,viario,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PAVIMENTACAO_BAGE.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,789116f10d9485807309bd9e343f67445540f25dceb98c5d2c2bda36c277974f,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_pedologia,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PEDOLOGIA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,798dd50d13b926122c53b377d9a5b013beedb3dab8735a25d7b1cd86206b8860,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_predios_publicos,cadastro,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PREDIOS_PUBLICOS.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,d3425f1d80d9fbeb17dc3e72f21c05142f43594905ce88b3beb18716a413f1e6,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_producao_leite,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/PRODUCAO_LEITE.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,b20f2a3dc05a216ad6701389d513bc34eaedf5ecf9bd9e305a95892450ccaf55,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit). Tema aproximado — produção agropecuária por COREDE; sem tema próprio no acervo."
geoinfo_filesgeojsongeobage_reserva_legal,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/RESERVA_LEGAL.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,7566d2f0f452b415fb66bca924620001957c55faf451d13b98ff87cce47457db,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_rodovias_pavimentadas,viario,data/externos/geoinformacao_bage/filesGeoJSONgeobage/RODOVIAS_PAVIMENTADAS.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,63cb19cb51343d8185ee8ad31edb4d42e73d76b0b86647177b074252bef56bd6,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_rodovias_sem_pavimento,viario,data/externos/geoinformacao_bage/filesGeoJSONgeobage/RODOVIAS_SEM_PAVIMENTO.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,d49ffefda9c06c9ac2a17b6788323f488239db9dc62e98cb4a372348b040bc84,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_sensibilidade_ambiental,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/SENSIBILIDADE_AMBIENTAL.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,2360ef3e26791ccbb1a366d3fac6afe41df837a006764df2a79389c055e69d3e,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_solo,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/SOLO.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,aeabbd5604152794c463a0feec8d5628d419a51131adb6ad67cbc5d9083ca9cf,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_solo_bage,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/SOLO_BAGE.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,0d8971155547ce0789dbd309b447f49ca5e9bc45d48232ad44cd12119ddb40f8,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_tipo_solo,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/TIPO_SOLO.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,3724fd7b39eef7feeb7714d2c87e40f8e9cb8b9e476acaa15b83635f30cb44c3,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_trecho_drenagem,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/TRECHO_DRENAGEM.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,8a6d9607bc58938d7cbdcbfc60e3374f9ce19fae9d0e82ab14f61e462256b22f,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_trecho_massa_dagua,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/TRECHO_MASSA_DAGUA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,dd67ca3e12666d91b094533619e3edb8d034dba1dffd0dc338329483061cb1ed,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_unidade_hidroestratigrafica,hidrografia,data/externos/geoinformacao_bage/filesGeoJSONgeobage/UNIDADE_HIDROESTRATIGRAFICA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,92063a2e18185cef0e8f6c4322576a93a04bc5a7a4023d08a408497fb332ef8b,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_uso_cobertura_solo,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/USO_COBERTURA_SOLO.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,3f17583ca222be972d40148aee7a9da65ab0a8a44ab3540eab98716e8562481b,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_uso_da_terra,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/USO_DA_TERRA.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4674,2026-09-20,f90f51439992a119701c82605f118eb5a6e5b49211f33aba69c1fb2cb93b3065,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_vegetacao,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/VEGETACAO.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,4e7a1a765f69283cc084d07cd1b8795d10fbfcf41b816481c003964888b1cc53,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_zonas_bage,limites,data/externos/geoinformacao_bage/filesGeoJSONgeobage/ZONAS_BAGE.geojson,geoinfo_filesgeojsongeobage,dec1290,EPSG:4326,2026-09-20,df74820e272dabac53c92798c9cab628738fe7c497025ce118eeabcfeac62ae5,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_filesgeojsongeobage_curvas_de_nivel_bage_10m,ambiental,data/externos/geoinformacao_bage/filesGeoJSONgeobage/CURVAS_DE_NIVEL_BAGE_10M.zip,geoinfo_filesgeojsongeobage,dec1290,,2026-09-20,3d8cd745a81e2fd96ce72ef5838dd0aaad47c91a1325c36207db3d431a692889,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit). Tema aproximado — altimetria; sem tema de relevo no acervo."
geoinfo_geodatabase_area_contruida,cadastro,data/externos/geoinformacao_bage/GeoDataBase/AREA_CONTRUIDA.geojson,geoinfo_geodatabase,125c975,EPSG:29191,2026-09-20,34271d09db1e6e8b45c7b43bf90d5b0e4eceb76ac34967f2dd0fa7983a2d489c,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_geodatabase_asfalto_antigo,viario,data/externos/geoinformacao_bage/GeoDataBase/ASFALTO_ANTIGO.geojson,geoinfo_geodatabase,125c975,EPSG:3857,2026-09-20,9ed0afd52b4fcf82713adcd9593f99aa889ba8a36267860d10da2c38a3b41e39,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_geodatabase_asfalto_novo_desde_2017,viario,data/externos/geoinformacao_bage/GeoDataBase/ASFALTO_NOVO_DESDE_2017.geojson,geoinfo_geodatabase,125c975,EPSG:4674,2026-09-20,567137c4c8bf73d47f233fa654c1148931d53fec2ecce1c359e1b056b344d266,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
geoinfo_geodatabase_cadastro_imobiliario,cadastro,data/externos/geoinformacao_bage/GeoDataBase/cadastro_imobiliario.geojson,geoinfo_geodatabase,125c975,EPSG:31981,2026-09-20,764cb082e3ff95b48d572ab50a70541ce1e15fd428550e4d721331694263db7f,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit). LGPD: campos removidos na ingestão (proprietar, responsave). LGPD: 'proprietar' e 'responsave' nomeiam pessoas físicas identificadas e, combinados com a geometria do lote e o endereço, tornam cada feição um dado pessoal diretamente identificável. Removidos na ingestão — o arquivo original nunca foi gravado sob data/. Renomeado na ingestão; nome_original=CONDOMINIOS.geojson."
geoinfo_geodatabase_intertravado_de_concreto,viario,data/externos/geoinformacao_bage/GeoDataBase/INTERTRAVADO_DE_CONCRETO.geojson,geoinfo_geodatabase,125c975,EPSG:3857,2026-09-20,f1cce86067844b4872cc93c57421ea1a12dc0ab041fad1a2fa5989bbf38bd558,pendente,,indefinida — repositório de origem sem arquivo LICENSE,false,"USO INTERNO EM PESQUISA — sem autorização da fonte para republicação; repositório público, por isso pode_publicar=false e o arquivo fica fora do git (data/externos/, barrado pelo .gitignore e pelo hook de pre-commit)."
